ID,Gender,Age,ZIP Code,Education,Experience,Family,Income,CCAvg,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan,,Income,Bin Size,Frequency table for INCOME column,,,,,CCAvg,Bin Size,Frequency table for CCAvg column,,,,,,Experience,Bin Size,Frequency table for EXPERIENCE column,,,,
A_655,F,37,94305,1,12,2,160,3.3,0,0,0,0,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_656,F,41,91320,2,14,3,51,2.33,0,0,0,1,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_657,M,31,94507,1,7,1,108,4,0,0,0,1,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_658,M,37,93943,2,13,2,158,2.3,0,0,1,1,1,1,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_659,F,49,90024,2,23,1,68,1.5,0,0,0,0,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_660,F,58,91380,3,33,2,42,1.6,0,0,0,1,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_661,M,45,94143,3,15,1,32,0.75,105,0,0,1,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_662,M,40,94566,3,14,2,22,1.4,0,0,0,0,0,0,,85,,,,,,,2.1,,,,,,,,27,,,,,,
A_663,F,34,90025,3,8,2,29,2,0,0,0,1,1,0,,85,,,,,,,2.1,,,,,,,,27,,,,,,
A_664,M,62,90095,3,36,2,183,3.4,0,0,0,0,0,1,,85,,,,,,,2.1,,,,,,,,27,,,,,,
A_665,F,54,92009,3,30,1,69,1.6,0,0,0,1,1,0,,85,,,,,,,2.1,,,,,,,,27,,,,,,
A_666,F,26,96001,1,2,2,92,0.2,0,0,0,1,0,0,,85,,,,,,,2.1,,,,,,,,27,,,,,,
A_667,F,54,90024,3,30,2,40,1,0,0,0,0,0,0,,85,,,,,,,2.1,,,,,,,,27,,,,,,
A_668,F,29,92037,3,4,4,9,0.5,86,0,0,1,1,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_669,M,48,94309,1,23,1,128,0.6,0,0,0,1,1,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_670,F,27,96150,1,3,2,110,0.2,294,1,0,0,1,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_671,F,42,90027,1,18,2,171,8,0,0,0,1,0,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_672,F,25,95814,1,1,4,13,1,95,0,0,0,1,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_673,M,45,94609,3,19,2,25,0.1,102,0,0,1,0,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_674,F,34,94553,2,9,1,123,1.6,0,0,0,1,0,1,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_675,M,51,92037,1,27,4,33,0.2,83,0,0,1,0,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_676,M,51,95211,2,24,4,189,4.75,0,0,0,1,0,1,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_677,M,60,94102,3,35,1,34,0.3,0,0,0,1,0,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_678,F,59,91355,2,35,1,58,0,0,0,0,1,0,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_679,F,49,91016,2,24,1,51,1.3,98,0,0,0,1,0,,84,,,,,,,2.1,,,,,,,,27,,,,,,
A_680,F,50,90095,1,25,2,29,1.3,0,0,0,0,0,0,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_681,M,41,92009,1,16,2,111,0.4,0,0,0,0,0,0,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_682,F,49,94709,3,24,4,43,1.9,0,0,0,1,0,0,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_683,F,50,91320,1,25,1,130,0.6,311,0,0,0,0,0,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_684,M,63,94704,1,37,2,20,0.4,76,0,0,0,0,0,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_685,M,63,95819,1,37,2,101,2.8,0,0,0,0,0,0,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_686,M,33,92831,2,7,4,48,2.2,207,0,0,0,0,0,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_687,F,38,90245,3,12,1,180,2.8,158,0,0,1,0,1,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_688,F,64,91109,3,40,2,92,0,185,1,0,1,0,0,,84,,,,,,,2.1,,,,,,,,26,,,,,,
A_689,F,36,94080,1,10,3,33,0.9,0,0,0,0,0,0,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_690,M,58,95006,2,33,2,51,1.9,0,0,0,0,0,0,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_691,M,39,92717,2,14,2,31,1.4,94,0,0,1,1,0,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_692,F,46,95060,1,22,1,83,2.7,0,0,0,1,0,0,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_693,F,61,94610,1,37,1,45,0.8,0,0,0,0,0,0,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_694,F,53,92735,3,27,1,89,0.8,146,0,0,1,1,0,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_695,M,28,94501,2,3,3,193,4,0,0,0,1,0,1,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_696,F,64,94707,1,40,1,89,3.8,0,0,0,0,0,0,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_697,M,48,91355,2,24,4,162,3.3,446,0,1,1,0,1,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_698,F,38,92634,2,13,2,9,0.3,0,0,0,0,0,0,,83,,,,,,,2.1,,,,,,,,26,,,,,,
A_699,F,52,93101,3,22,4,58,2,223,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_700,M,65,94105,3,40,1,80,0.8,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_701,F,59,92056,3,33,2,73,1.7,0,0,0,1,1,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_702,M,45,95008,1,20,1,41,0.3,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_703,M,53,91711,2,28,3,74,2,0,1,0,0,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_704,M,38,92084,3,12,2,29,1.4,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_705,F,54,90505,3,24,4,25,0.4,115,0,0,0,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_706,F,25,90717,1,1,1,98,5.4,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_707,F,61,90840,2,35,4,59,1.7,0,0,0,1,1,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_708,M,48,90254,3,23,4,43,1.9,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_709,F,46,91711,2,22,4,72,1.4,149,0,0,1,1,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_710,F,36,94704,3,11,1,183,3,0,0,1,1,1,1,,83,,,,,,,2,,,,,,,,26,,,,,,
A_711,F,46,94575,1,20,1,134,5.7,146,1,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_712,F,59,95035,1,33,2,140,0.5,262,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_713,F,59,92028,3,35,1,39,1.8,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_714,F,36,95812,2,12,4,35,0.4,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_715,F,63,92121,1,37,2,141,6.9,0,0,0,1,1,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_716,F,51,95616,2,24,1,23,0.5,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_717,F,30,92647,1,5,1,134,0,0,0,0,1,1,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_718,F,48,92709,3,22,1,35,1.4,0,0,0,1,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_719,F,55,95833,1,29,4,42,2.5,0,1,0,0,0,0,,83,,,,,,,2,,,,,,,,26,,,,,,
A_720,F,41,92868,3,17,4,81,0.2,167,1,0,0,0,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_721,M,26,94301,1,0,4,14,0.4,94,0,0,1,0,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_722,M,41,93437,1,17,1,45,1.8,172,1,0,1,0,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_723,M,54,91342,2,28,3,79,1.7,150,0,0,1,1,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_724,F,57,92806,2,31,1,53,0.8,120,0,0,0,0,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_725,F,54,94111,2,28,2,33,0.7,0,0,0,0,1,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_726,M,35,92093,2,11,3,190,3.1,266,0,0,0,0,1,,82,,,,,,,2,,,,,,,,26,,,,,,
A_727,F,60,95616,3,34,1,60,2.5,103,0,0,0,0,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_728,F,63,94618,2,37,1,8,0.8,97,0,0,1,0,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_729,F,41,95814,2,14,3,38,1,150,0,0,1,0,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_730,F,46,93109,1,22,1,154,5,0,0,0,1,0,0,,82,,,,,,,2,,,,,,,,26,,,,,,
A_731,F,31,92173,2,5,4,54,2.2,0,0,0,0,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_732,F,58,95819,1,32,3,41,1.4,0,0,0,1,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_733,F,59,95827,1,35,2,25,0.3,75,0,0,1,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_734,F,46,90025,1,22,2,53,1.7,109,0,0,0,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_735,F,33,94612,1,9,1,79,0.1,0,0,0,1,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_736,F,56,94305,2,31,4,13,0.9,76,0,1,1,1,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_737,M,47,91763,1,23,2,130,1.4,0,0,0,0,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_738,M,59,91320,2,33,2,93,0.7,0,0,0,0,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_739,F,24,90401,1,0,3,82,0.8,0,0,0,1,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_740,F,39,93561,2,14,2,15,0.3,92,0,0,0,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_741,F,30,94305,2,3,4,150,5,0,0,0,1,0,1,,82,,,,,,,2,,,,,,,,25,,,,,,
A_742,M,55,95070,2,29,2,131,0.7,0,0,0,0,1,1,,82,,,,,,,2,,,,,,,,25,,,,,,
A_743,M,47,92868,1,21,3,28,1.5,0,0,0,1,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_744,F,35,93106,2,11,4,9,0.7,0,0,0,1,0,0,,82,,,,,,,2,,,,,,,,25,,,,,,
A_745,M,47,94305,2,23,4,88,1.4,0,0,0,0,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_746,M,38,94550,1,13,1,143,4.1,0,0,0,0,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_747,M,38,92647,3,13,2,168,1.3,0,0,0,0,0,1,,81,,,,,,,2,,,,,,,,25,,,,,,
A_748,M,27,94304,2,3,1,105,3,0,1,0,0,0,1,,81,,,,,,,2,,,,,,,,25,,,,,,
A_749,M,42,94305,3,18,3,62,2.1,0,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_750,M,26,92103,1,2,4,51,2.6,0,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_751,F,60,94928,1,34,3,101,4.4,0,0,0,1,1,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_752,F,27,91365,1,3,3,90,0.8,0,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_753,F,27,91775,3,1,4,83,2.1,0,0,0,1,1,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_754,M,40,90034,3,15,2,21,0,0,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_755,F,40,94305,1,16,1,115,3.4,0,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_756,F,29,92093,1,3,4,172,4.4,0,0,0,0,0,1,,81,,,,,,,2,,,,,,,,25,,,,,,
A_757,M,30,91330,2,6,2,32,1,0,0,0,0,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_758,F,30,91107,1,4,2,204,4.5,0,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_759,F,47,91711,1,23,4,34,0.6,0,0,1,1,1,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_760,F,33,94920,3,7,2,30,2,132,0,0,0,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_761,M,57,95039,2,32,3,31,1.3,0,0,0,1,1,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_762,M,38,94110,1,14,2,90,2.7,0,0,0,1,1,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_763,F,54,92677,3,28,4,79,2.6,0,0,0,0,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_764,F,47,94901,1,23,4,22,0.6,0,0,0,1,1,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_765,F,48,92007,3,22,1,114,2.4,0,0,0,1,0,1,,81,,,,,,,2,,,,,,,,25,,,,,,
A_766,F,62,94122,3,36,1,42,0.5,128,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_767,M,30,92121,3,6,1,29,0.2,90,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_768,F,35,94706,2,11,3,72,2.6,0,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_769,F,59,93117,3,35,1,68,1.8,95,0,0,0,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_770,F,38,91942,3,13,4,78,0.7,0,0,0,1,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_771,F,47,95449,1,23,1,90,2.7,323,0,0,0,0,0,,81,,,,,,,2,,,,,,,,25,,,,,,
A_772,F,57,95051,2,33,2,170,2.1,0,0,0,0,0,1,,81,,,,,,,1.9,,,,,,,,25,,,,,,
A_773,F,42,91768,2,17,2,14,0.1,0,0,0,1,0,0,,81,,,,,,,1.9,,,,,,,,25,,,,,,
A_774,F,39,90035,1,15,2,129,1.9,0,0,0,0,0,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_775,F,53,92101,3,23,3,39,1,87,0,0,1,0,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_776,M,27,94305,1,3,2,82,0.2,0,0,0,0,1,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_777,M,59,94063,2,35,3,31,0.4,0,0,0,1,1,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_778,M,48,92630,2,24,4,9,0.5,0,0,0,0,1,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_779,M,62,94583,3,37,3,15,0.1,91,0,0,0,0,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_780,M,66,93711,1,41,3,70,2.2,0,0,0,0,0,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_781,F,38,93403,3,13,4,84,0.7,0,0,0,0,0,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_782,F,42,92806,1,17,1,155,7,0,0,0,0,1,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_783,F,47,94720,3,21,2,89,0.8,0,0,0,1,1,0,,80,,,,,,,1.9,,,,,,,,25,,,,,,
A_784,F,27,95818,1,2,3,170,4.7,0,0,0,1,0,1,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_785,F,32,92009,1,7,2,185,6.7,0,0,1,1,1,0,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_786,M,37,92373,1,13,2,82,2.2,0,0,0,0,0,0,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_787,M,56,92009,1,31,3,60,1.7,0,0,0,1,0,0,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_788,M,39,94590,2,13,2,58,2.4,0,0,0,1,0,0,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_789,M,36,94583,1,12,1,29,1.33,81,0,0,1,0,0,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_790,M,32,92806,1,6,2,32,0.3,0,0,0,0,0,0,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_791,F,62,90245,2,37,4,115,3.4,0,0,0,1,1,0,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_792,F,48,91345,2,22,2,83,2.4,0,0,0,1,0,0,,80,,,,,,,1.9,,,,,,,,24,,,,,,
A_793,F,58,94035,2,32,3,54,0.3,0,0,0,1,1,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_794,F,27,94501,3,2,4,112,1.8,0,1,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_795,F,52,95818,2,26,2,182,1.4,0,0,0,1,0,1,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_796,M,54,94920,1,30,2,112,6.8,0,0,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_797,M,31,95814,3,5,3,129,5.9,319,1,1,0,1,1,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_798,F,60,94803,2,34,1,23,0.8,112,0,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_799,M,34,95819,1,9,2,198,3,422,0,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_800,M,46,92692,3,22,4,84,2,0,0,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_801,F,41,91380,3,15,3,39,0.5,0,0,0,0,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_802,F,62,94143,1,37,1,129,1.3,0,0,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_803,M,31,94542,2,7,2,113,2,315,0,0,0,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_804,M,41,93107,3,11,1,35,0.75,114,0,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_805,M,55,94591,3,30,1,85,0.1,0,0,0,0,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_806,F,45,94086,1,19,4,73,2.9,0,0,0,0,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_807,F,51,90095,3,25,1,70,0.8,0,1,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_808,F,27,92182,1,2,3,130,4.4,192,0,0,1,0,1,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_809,M,30,94022,1,4,1,39,1.5,0,0,0,1,0,0,,79,,,,,,,1.9,,,,,,,,24,,,,,,
A_810,M,31,95133,2,5,4,72,1.8,242,0,0,1,1,0,,79,,,,,,,1.8,,,,,,,,24,,,,,,
A_811,M,61,90245,3,37,4,68,2.3,0,0,0,0,0,0,,79,,,,,,,1.8,,,,,,,,24,,,,,,
A_812,M,40,94022,3,16,1,35,1.4,0,0,0,1,1,0,,79,,,,,,,1.8,,,,,,,,24,,,,,,
A_813,M,45,95812,1,21,3,61,0.7,0,1,1,1,1,0,,79,,,,,,,1.8,,,,,,,,24,,,,,,
A_814,M,45,90025,1,21,4,69,1.9,0,0,0,0,0,0,,79,,,,,,,1.8,,,,,,,,24,,,,,,
A_815,F,37,93907,2,13,1,59,3.6,0,0,0,0,0,0,,79,,,,,,,1.8,,,,,,,,24,,,,,,
A_816,F,34,93460,3,8,2,99,4.5,217,0,0,0,0,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_817,M,43,95054,2,16,1,201,10,0,0,0,0,1,1,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_818,M,42,94611,1,18,2,130,7.5,0,0,0,0,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_819,M,56,90095,2,31,3,72,2,0,0,0,0,0,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_820,M,33,94112,1,9,1,44,1.2,0,0,0,0,0,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_821,M,36,92028,3,10,1,91,1.5,289,0,0,1,0,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_822,M,62,94608,1,37,3,92,0.5,310,0,0,1,0,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_823,M,58,90032,1,34,1,55,0.8,168,0,0,1,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_824,M,65,94608,1,40,3,20,0.5,102,0,0,1,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_825,M,65,90291,1,40,1,89,4.1,299,0,1,1,0,1,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_826,F,52,92660,2,26,2,59,1.5,239,0,0,0,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_827,M,64,92104,3,39,3,8,0.1,87,0,0,0,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_828,M,51,94015,1,25,4,85,4.9,0,0,0,1,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_829,F,59,94610,1,35,1,94,4.3,76,1,1,1,0,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_830,F,52,91711,1,28,2,22,0.4,0,0,0,1,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_831,F,55,94611,3,31,2,74,3.2,0,0,0,1,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_832,M,46,93555,2,19,3,59,2.67,0,0,0,0,0,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_833,M,61,93023,2,36,4,12,0.6,0,0,0,1,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_834,M,35,94043,2,9,1,8,0.4,0,0,0,1,0,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_835,F,56,94920,3,31,3,74,1.6,0,0,0,1,1,0,,78,,,,,,,1.8,,,,,,,,24,,,,,,
A_836,F,31,92064,2,5,4,184,3.4,0,0,1,1,1,1,,78,,,,,,,1.8,,,,,,,,23,,,,,,
A_837,F,44,95005,2,19,4,34,0,0,0,0,0,0,0,,78,,,,,,,1.8,,,,,,,,23,,,,,,
A_838,M,53,93109,3,27,2,63,0.8,0,1,0,1,0,0,,78,,,,,,,1.8,,,,,,,,23,,,,,,
A_839,M,36,95060,2,12,2,123,5.6,0,0,1,1,1,1,,78,,,,,,,1.8,,,,,,,,23,,,,,,
A_840,F,27,93302,3,1,2,85,1.6,0,0,0,0,0,0,,78,,,,,,,1.8,,,,,,,,23,,,,,,
A_841,F,36,94928,3,12,3,109,0.5,0,1,1,1,0,1,,78,,,,,,,1.8,,,,,,,,23,,,,,,
A_842,F,40,94720,3,15,1,31,0.6,0,0,0,1,0,0,,78,,,,,,,1.8,,,,,,,,23,,,,,,
A_843,M,39,90095,2,13,2,61,2.4,90,0,0,1,0,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_844,F,59,94923,1,35,2,88,1.6,0,0,0,0,1,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_845,F,43,91311,2,18,2,22,0.3,0,0,0,0,0,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_846,F,30,95008,2,4,4,63,2.2,0,1,0,1,0,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_847,F,26,95616,1,1,4,80,0.2,0,0,0,1,1,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_848,M,48,94588,1,22,3,78,2.1,0,0,0,1,1,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_849,M,50,94005,1,24,4,45,0.1,93,0,0,1,0,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_850,F,33,94040,3,7,4,51,2.1,0,0,0,0,1,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_851,F,32,95014,3,6,2,111,1.5,0,0,0,0,0,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_852,F,34,93943,1,10,3,45,2.8,153,0,0,1,1,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_853,F,33,94304,2,9,2,184,4.8,0,0,0,0,0,1,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_854,F,32,92008,2,5,2,41,1,112,1,0,1,0,0,,75,,,,,,,1.8,,,,,,,,23,,,,,,
A_855,F,55,91007,3,30,4,69,1.3,0,1,1,1,1,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_856,F,58,91768,1,33,3,23,0.2,0,0,0,0,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_857,M,47,92037,1,23,2,160,6.67,0,0,0,0,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_858,F,30,95605,2,5,1,61,0.8,251,1,1,1,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_859,F,42,94720,1,18,2,110,6.1,182,0,0,1,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_860,F,40,92606,3,16,2,50,0.6,0,0,0,0,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_861,M,33,94928,2,9,1,49,2.4,0,0,0,1,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_862,M,46,94131,2,20,4,185,7.5,428,0,0,0,1,1,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_863,F,63,90033,1,39,2,52,1.1,0,0,0,1,1,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_864,M,62,92028,1,37,2,53,2.8,0,0,0,1,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_865,F,43,94720,2,17,4,125,3.5,0,0,0,0,0,1,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_866,M,31,94542,1,5,3,72,1.6,0,0,0,1,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_867,M,28,94720,3,2,4,51,1.8,0,0,0,0,1,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_868,F,64,91768,1,39,3,23,0.5,0,1,0,0,0,0,,74,,,,,,,1.8,,,,,,,,23,,,,,,
A_869,M,27,90033,3,1,1,41,1.9,0,0,0,0,1,0,,74,,,,,,,1.75,,,,,,,,23,,,,,,
A_870,F,33,95814,1,9,3,41,2,108,0,0,1,0,0,,74,,,,,,,1.75,,,,,,,,23,,,,,,
A_871,M,39,92697,2,12,1,138,4.67,0,0,0,1,0,1,,74,,,,,,,1.7,,,,,,,,23,,,,,,
A_872,M,44,94143,1,20,2,138,3.3,0,0,0,0,1,0,,74,,,,,,,1.7,,,,,,,,23,,,,,,
A_873,F,53,94005,1,28,4,14,0.8,0,0,0,1,1,0,,74,,,,,,,1.7,,,,,,,,23,,,,,,
A_874,M,42,94065,1,18,2,145,8,505,0,0,0,0,0,,73,,,,,,,1.7,,,,,,,,23,,,,,,
A_875,F,44,95064,2,17,3,25,1,0,0,0,0,1,0,,73,,,,,,,1.7,,,,,,,,23,,,,,,
A_876,F,34,95014,1,10,1,43,1.7,142,0,0,0,1,0,,73,,,,,,,1.7,,,,,,,,23,,,,,,
A_877,F,47,90266,2,22,1,93,0.2,309,0,0,1,0,0,,73,,,,,,,1.7,,,,,,,,23,,,,,,
